product_id,product_name,brand,category_id,supplier_id,cost_price,selling_price,warranty_months,launch_date,is_active
361,IKEA Wardrobe,IKEA,7,12,4963,6310.25,0,2026-04-20,1
362,ITC Oil,ITC,10,2,40880,53497.81,0,2021-08-18,1
363,ITC Rice,ITC,10,10,59303,66602.64,0,2024-01-22,1
364,Godrej Sofa,Godrej,7,10,62838,80657.22,0,2025-03-04,1
365,Whirlpool Convertible,Whirlpool,4,7,73964,93944.56,12,2026-04-23,1
366,HP Vivobook,HP,2,5,79382,89949.62,12,2024-05-31,1
367,LG Front Load,LG,5,12,6654,8244.41,24,2022-08-22,1
368,Sony QLED,Sony,3,4,36491,45111.0,24,2022-03-06,0
369,IKEA Wardrobe,IKEA,7,2,74927,89192.95,0,2025-06-15,1
370,IFB Top Load,IFB,5,3,67994,90665.34,36,2024-10-05,1
371,LG Top Load,LG,5,8,66837,82623.46,24,2025-04-20,1
372,Fortune Oil,Fortune,10,10,50369,61231.14,0,2025-03-18,1
373,Philips Mixer,Philips,6,4,36469,41058.79,12,2025-09-21,1
374,IFB Top Load,IFB,5,10,16116,21459.15,36,2025-09-08,1
375,IKEA Sofa,IKEA,7,8,67667,82099.63,0,2022-02-27,1
376,Apple Pro,Apple,1,9,58294,72994.64,36,2022-10-31,1
377,Aurelia Kurti,Aurelia,9,7,53430,71624.14,0,2025-04-18,1
378,Adidas T-Shirt,Adidas,8,7,14502,17237.34,0,2022-07-24,0
379,Biba Leggings,Biba,9,12,2499,2888.51,0,2022-06-17,1
380,LG Crystal,LG,3,10,45179,60742.95,12,2025-01-11,1
381,IFB Fully Automatic,IFB,5,6,34862,41881.48,12,2023-02-15,1
382,Godrej Sofa,Godrej,7,10,25068,27644.54,0,2026-01-21,1
383,Whirlpool Double Door,Whirlpool,4,3,75171,97887.64,36,2023-11-11,1
384,LG Front Load,LG,5,5,71022,92819.58,24,2023-04-26,1
385,Vivo Pro,Vivo,1,5,1284,1576.95,24,2025-10-28,1
386,Godrej Double Door,Godrej,4,5,64672,76959.35,12,2022-02-05,1
387,Sony QLED,Sony,3,6,60507,71575.76,36,2022-12-15,0
388,LG Fully Automatic,LG,5,8,34847,44147.66,12,2025-12-28,1
389,Levi's Jacket,Levi's,8,11,3488,4112.26,0,2024-02-22,1
390,Samsung Bravia,Samsung,3,11,46441,55557.44,12,2023-07-24,1
391,Philips Cooktop,Philips,6,1,20849,27139.36,12,2025-05-28,1
392,Philips Induction Stove,Philips,6,10,21799,25705.08,12,2022-02-27,1
393,Fortune Oil,Fortune,10,8,25670,30716.71,0,2024-09-04,1
394,Biba Dress,Biba,9,12,1751,2341.01,0,2022-04-16,1
395,Nilkamal Sofa,Nilkamal,7,3,43782,49632.48,0,2021-12-07,0
396,ASUS ThinkPad,ASUS,2,4,53855,65188.42,12,2022-11-30,1
397,TCL OLED,TCL,3,7,64152,75939.71,12,2026-06-06,0
398,HP ThinkPad,HP,2,5,35133,45414.05,12,2023-06-23,1
399,Godrej Wardrobe,Godrej,7,10,9076,10159.64,0,2023-03-29,1
400,LG Convertible,LG,4,3,14969,16812.99,12,2022-10-02,1
401,Biba Top,Biba,9,7,51315,67950.53,0,2025-10-10,1
402,Biba Kurti,Biba,9,11,66134,74938.55,0,2026-03-15,1
403,Fortune Atta,Fortune,10,3,53102,61237.96,0,2022-06-01,1
404,TCL OLED,TCL,3,11,77272,85678.93,36,2021-09-06,1
405,TCL OLED,TCL,3,1,35820,46850.86,24,2023-03-26,1
406,Aurelia Dress,Aurelia,9,10,38368,44156.67,0,2023-08-02,1
407,Philips Air Fryer,Philips,6,10,51114,60174.09,24,2023-04-13,1
408,Butterfly Mixer,Butterfly,6,12,62105,78450.19,24,2026-01-12,1
409,Lenovo Aspire,Lenovo,2,8,47278,54868.78,24,2024-10-11,1
410,Nilkamal Wardrobe,Nilkamal,7,9,62536,73070.44,0,2021-10-20,1
411,Godrej Frost Free,Godrej,4,4,19901,24898.92,24,2024-01-23,0
412,Nilkamal Dining Table,Nilkamal,7,2,55822,72277.26,0,2026-01-13,1
413,Samsung Plus,Samsung,1,1,17112,19030.62,24,2026-05-30,1
414,IKEA Wardrobe,IKEA,7,2,62578,83564.39,0,2022-02-16,1
415,LG QLED,LG,3,8,39110,46369.23,24,2023-05-19,1
416,Xiaomi Note,Xiaomi,1,9,13314,15744.0,24,2023-08-01,1
417,LG Double Door,LG,4,9,59691,70992.82,24,2024-10-03,1
418,TCL OLED,TCL,3,2,43723,51663.31,36,2025-04-30,1
419,Samsung Max,Samsung,1,9,63587,80705.41,12,2022-11-13,1
420,Biba Leggings,Biba,9,5,49658,65324.57,0,2023-05-16,1
421,Biba Top,Biba,9,10,32925,36819.33,0,2022-09-20,1
422,Lenovo Vivobook,Lenovo,2,8,10157,11470.48,36,2023-10-21,1
423,ASUS Vivobook,ASUS,2,7,8115,9248.22,24,2023-03-27,1
424,LG Fully Automatic,LG,5,5,35154,39816.34,12,2023-11-24,1
425,Aurelia Dress,Aurelia,9,8,75646,92744.26,0,2026-03-24,1
426,Whirlpool Double Door,Whirlpool,4,12,67928,78817.69,36,2025-02-05,1
427,Nilkamal Office Chair,Nilkamal,7,3,17263,19255.64,0,2024-10-04,1
428,Xiaomi Max,Xiaomi,1,4,72095,83525.94,36,2025-01-15,1
429,Levi's Jeans,Levi's,8,1,36311,48596.26,0,2024-04-28,1
430,Aurelia Dress,Aurelia,9,8,42365,46874.91,0,2025-08-27,1
431,Dell Inspiron,Dell,2,10,23776,31494.02,36,2023-01-06,1
432,LG Fully Automatic,LG,5,4,69436,83109.76,36,2021-12-21,1
433,IFB Fully Automatic,IFB,5,11,5701,6376.84,36,2023-01-27,1
434,Godrej Wardrobe,Godrej,7,12,7071,7991.3,0,2023-01-06,1
435,Acer Aspire,Acer,2,12,59896,70210.04,24,2025-02-12,1
436,OnePlus Plus,OnePlus,1,7,30222,35673.17,36,2022-02-22,1
437,Levi's T-Shirt,Levi's,8,4,41976,52511.77,0,2024-03-22,1
438,Samsung Frost Free,Samsung,4,6,19324,22279.32,24,2025-06-27,1
439,TCL OLED,TCL,3,5,57511,69245.0,36,2025-09-05,1
440,Godrej Office Chair,Godrej,7,9,6353,7085.9,0,2022-10-08,1
441,Whirlpool Top Load,Whirlpool,5,4,57865,65242.97,24,2022-02-24,1
442,Philips Mixer,Philips,6,3,79793,100281.23,12,2023-08-11,1
443,Lenovo Aspire,Lenovo,2,4,23031,27182.76,24,2021-11-20,1
444,IFB Fully Automatic,IFB,5,5,57022,67662.57,12,2026-05-24,1
445,ITC Sugar,ITC,10,6,38785,48864.16,0,2024-04-10,1
446,Godrej Sofa,Godrej,7,12,60005,66592.95,0,2021-12-03,1
447,Puma Shirt,Puma,8,11,25517,32490.97,0,2022-03-17,1
448,Puma Jeans,Puma,8,7,72528,90856.71,0,2025-10-25,1
449,Levi's Shirt,Levi's,8,1,68511,89523.24,0,2023-09-09,1
450,Levi's T-Shirt,Levi's,8,1,863,1126.2,0,2024-06-30,1
451,IKEA Dining Table,IKEA,7,12,76332,101071.67,0,2022-09-25,1
452,LG OLED,LG,3,11,556,653.94,12,2026-06-15,1
453,Godrej Wardrobe,Godrej,7,3,39635,45078.89,0,2022-01-05,1
454,Samsung OLED,Samsung,3,7,37303,49510.13,24,2022-04-12,1
455,Bosch Fully Automatic,Bosch,5,12,17105,21742.54,24,2023-11-06,1
456,Apple Max,Apple,1,12,43669,48644.69,24,2024-02-09,1
457,Butterfly Induction Stove,Butterfly,6,3,28895,31901.64,12,2023-10-08,1
458,IFB Fully Automatic,IFB,5,8,28378,33592.45,24,2021-08-24,1
459,Biba Kurti,Biba,9,12,63643,78787.09,0,2022-12-08,1
460,Acer Vivobook,Acer,2,7,14417,17018.36,36,2023-01-24,1
461,Butterfly Cooktop,Butterfly,6,10,42936,57157.35,36,2026-05-02,1
462,TCL QLED,TCL,3,9,41822,50427.5,12,2025-04-18,1
463,Samsung Bravia,Samsung,3,2,71863,84230.03,12,2023-03-15,1
464,Fortune Atta,Fortune,10,7,33487,37913.34,0,2023-06-05,1
465,Nilkamal Office Chair,Nilkamal,7,3,41892,53631.02,0,2022-01-04,1
466,Samsung Double Door,Samsung,4,7,60777,76786.98,36,2024-09-07,1
467,Vivo Note,Vivo,1,9,78261,92536.31,12,2024-10-13,1
468,LG Front Load,LG,5,4,23719,31591.45,24,2023-01-12,1
469,IKEA Sofa,IKEA,7,7,38736,48586.95,0,2021-11-30,1
470,Levi's Jeans,Levi's,8,4,56003,71291.3,0,2021-09-17,1
471,LG OLED,LG,3,1,43182,48552.11,24,2023-01-01,1
472,Philips Air Fryer,Philips,6,5,21822,26794.76,36,2022-09-26,1
473,Bosch Fully Automatic,Bosch,5,2,37078,45470.49,12,2024-09-08,1
474,Aashirvaad Oil,Aashirvaad,10,10,67374,90873.0,0,2023-07-10,1
475,IFB Top Load,IFB,5,11,72468,94661.93,24,2025-04-13,1
476,Acer Pavilion,Acer,2,4,35548,46126.07,36,2022-07-18,1
477,Tata Atta,Tata,10,3,13368,15173.89,0,2023-06-03,1
478,Xiaomi Ultra,Xiaomi,1,11,9159,11084.42,12,2022-12-08,1
479,Bosch Top Load,Bosch,5,4,70630,92185.62,12,2025-09-02,1
480,Godrej Double Door,Godrej,4,1,31711,38795.4,36,2023-07-09,1
481,Aashirvaad Rice,Aashirvaad,10,3,72771,80237.25,0,2026-06-24,1
482,LG Double Door,LG,4,10,35385,41644.99,12,2023-11-09,1
483,W Top,W,9,11,76088,86272.99,0,2021-08-31,1
484,LG Crystal,LG,3,6,67560,75162.88,24,2024-01-27,1
485,Tata Sugar,Tata,10,6,29509,33447.51,0,2024-07-30,1
486,IKEA Sofa,IKEA,7,8,65296,76397.03,0,2025-05-23,1
487,W Kurti,W,9,6,24970,27696.52,0,2024-01-30,1
488,Apple Max,Apple,1,3,72013,90430.52,24,2022-06-02,1
489,Lenovo Aspire,Lenovo,2,4,17681,22401.69,12,2025-11-22,1
490,Fortune Oil,Fortune,10,1,72663,92089.81,0,2025-05-23,1
491,ASUS Inspiron,ASUS,2,1,59205,69989.73,12,2024-05-10,1
492,Biba Top,Biba,9,11,30200,36714.66,0,2023-05-18,1
493,LG Bravia,LG,3,1,25948,32548.64,24,2025-08-10,1
494,Aurelia Kurti,Aurelia,9,12,29143,32979.06,0,2024-09-07,1
495,Sony OLED,Sony,3,12,8767,10084.27,36,2024-04-20,1
496,LG Crystal,LG,3,3,67799,89784.71,36,2022-07-18,1
497,HP Inspiron,HP,2,12,13747,17378.82,36,2022-08-15,1
498,Prestige Cooktop,Prestige,6,3,30527,38559.31,12,2025-02-20,1
499,Levi's T-Shirt,Levi's,8,1,18945,23987.83,0,2021-10-26,1
500,Butterfly Mixer,Butterfly,6,2,15785,18063.37,36,2025-08-16,1
